tweet_id,(positive_count, neutral_count, negative_count)
9933,(6, 0, 0)
9934,(0, 6, 0)
9935,(6, 0, 0)
9936,(6, 0, 0)
9937,(0, 6, 0)
9938,(0, 0, 6)
9939,(0, 6, 0)
9940,(0, 6, 0)
9941,(6, 0, 0)
9942,(0, 0, 0)
9943,(0, 0, 6)
9944,(0, 0, 0)
9945,(0, 0, 0)
9946,(6, 0, 0)
9947,(0, 6, 0)
9948,(6, 0, 0)
9949,(0, 0, 0)
9950,(0, 6, 0)
9951,(0, 0, 0)
9952,(0, 6, 0)
9953,(0, 6, 0)
9954,(0, 6, 0)
9955,(6, 0, 0)
9956,(0, 0, 0)
9957,(6, 0, 0)
9958,(6, 0, 0)
9959,(0, 0, 6)
9960,(0, 0, 6)
9961,(6, 0, 0)
9962,(6, 0, 0)
9963,(6, 0, 0)
9964,(6, 0, 0)
9965,(0, 6, 0)
9966,(0, 6, 0)
9967,(0, 0, 0)
9968,(0, 6, 0)
9969,(6, 0, 0)
9970,(6, 0, 0)
9971,(6, 0, 0)
9973,(0, 0, 6)
9974,(0, 0, 6)
9975,(6, 0, 0)
9976,(0, 0, 6)
9977,(0, 6, 0)
9978,(0, 0, 6)
9979,(0, 6, 0)
9980,(0, 6, 0)
9981,(0, 6, 0)
9982,(0, 0, 0)
9983,(0, 6, 0)
9984,(0, 0, 0)
9985,(0, 0, 6)
9986,(6, 0, 0)
9987,(0, 6, 0)
9988,(0, 0, 6)
9989,(0, 0, 6)
9990,(0, 0, 6)
9991,(0, 6, 0)
9992,(0, 0, 6)
9993,(0, 0, 0)
9994,(6, 0, 0)
9995,(0, 6, 0)
9997,(0, 0, 0)
9998,(0, 6, 0)
9999,(0, 0, 6)
10000,(0, 0, 0)
12401,(0, 0, 0)
12402,(6, 0, 0)
12403,(0, 0, 6)
12404,(0, 6, 0)
12405,(0, 6, 0)
12406,(0, 0, 0)
12407,(0, 6, 0)
12408,(0, 6, 0)
12409,(0, 0, 0)
12410,(0, 0, 6)
12411,(0, 6, 0)
12412,(0, 0, 6)
12413,(0, 6, 0)
12414,(0, 6, 0)
12415,(6, 0, 0)
12416,(0, 6, 0)
12417,(6, 0, 0)
12418,(0, 6, 0)
12419,(0, 0, 6)
12420,(6, 0, 0)
12421,(0, 6, 0)
12422,(6, 0, 0)
12423,(0, 0, 6)
12424,(6, 0, 0)
12425,(0, 0, 0)
12426,(0, 6, 0)
12427,(0, 0, 0)
12428,(0, 6, 0)
12429,(6, 0, 0)
12430,(0, 6, 0)
12431,(0, 6, 0)
12432,(6, 0, 0)
12433,(0, 6, 0)
12434,(6, 0, 0)
12435,(0, 6, 0)
12436,(0, 6, 0)
12437,(0, 6, 0)
12438,(0, 6, 0)
12439,(6, 0, 0)
12440,(0, 0, 6)
12441,(0, 6, 0)
12442,(0, 6, 0)
12443,(0, 6, 0)
12444,(0, 0, 0)
12445,(6, 0, 0)
12446,(6, 0, 0)
12447,(0, 6, 0)
12448,(6, 0, 0)
12449,(0, 0, 6)
12450,(0, 6, 0)
12451,(6, 0, 0)
12452,(0, 6, 0)
12453,(0, 6, 0)
12454,(6, 0, 0)
12455,(0, 6, 0)
12456,(6, 0, 0)
12457,(0, 6, 0)
12458,(0, 6, 0)
12459,(0, 6, 0)
12460,(6, 0, 0)
12461,(0, 6, 0)
12462,(0, 6, 0)
12463,(6, 0, 0)
12464,(0, 0, 6)
12465,(0, 0, 6)
12466,(0, 6, 0)
12467,(0, 0, 0)
12468,(0, 0, 0)
12469,(0, 0, 0)
12470,(0, 6, 0)
12471,(6, 0, 0)
12472,(6, 0, 0)
12473,(0, 0, 6)
12474,(6, 0, 0)
12475,(6, 0, 0)
12476,(6, 0, 0)
12477,(0, 0, 6)
12478,(6, 0, 0)
12479,(6, 0, 0)
12480,(0, 6, 0)
12481,(6, 0, 0)
12482,(6, 0, 0)
12483,(0, 0, 6)
12484,(6, 0, 0)
12485,(0, 6, 0)
12486,(0, 6, 0)
12487,(0, 6, 0)
12488,(0, 6, 0)
12489,(0, 6, 0)
12490,(0, 6, 0)
12491,(6, 0, 0)
12492,(6, 0, 0)
12493,(6, 0, 0)
12494,(6, 0, 0)
12495,(0, 6, 0)
12496,(6, 0, 0)
12497,(0, 6, 0)
12498,(0, 6, 0)
12499,(6, 0, 0)
12500,(6, 0, 0)
12501,(0, 6, 0)
12502,(6, 0, 0)
12503,(0, 6, 0)
12504,(6, 0, 0)
12505,(6, 0, 0)
12506,(6, 0, 0)
12507,(6, 0, 0)
12508,(6, 0, 0)
12509,(0, 6, 0)
12510,(0, 6, 0)
12511,(0, 6, 0)
12512,(6, 0, 0)
12513,(0, 6, 0)
12514,(0, 6, 0)
12515,(0, 6, 0)
12516,(0, 0, 0)
12517,(6, 0, 0)
12518,(0, 6, 0)
12519,(6, 0, 0)
12520,(0, 6, 0)
12521,(0, 0, 0)
12522,(0, 0, 0)
12523,(0, 0, 6)
12524,(0, 6, 0)
12525,(0, 6, 0)
12526,(0, 6, 0)
12527,(0, 6, 0)
12528,(0, 6, 0)
12529,(0, 6, 0)
12530,(0, 6, 0)
12531,(6, 0, 0)
12532,(6, 0, 0)
12533,(0, 6, 0)
12534,(0, 6, 0)
12535,(6, 0, 0)
12536,(6, 0, 0)
12537,(0, 0, 6)
12538,(0, 0, 0)
12539,(0, 6, 0)
12540,(6, 0, 0)
12541,(6, 0, 0)
12542,(6, 0, 0)
12543,(0, 0, 0)
12544,(0, 0, 6)
12545,(0, 6, 0)
12546,(6, 0, 0)
12547,(0, 6, 0)
12548,(0, 6, 0)
12549,(0, 6, 0)
12550,(0, 0, 0)
12551,(6, 0, 0)
12552,(0, 6, 0)
12553,(0, 6, 0)
12554,(0, 0, 0)
12555,(6, 0, 0)
12556,(6, 0, 0)
12557,(0, 6, 0)
12558,(6, 0, 0)
12559,(0, 0, 6)
12560,(6, 0, 0)
12561,(0, 0, 0)
12562,(0, 6, 0)
12563,(0, 6, 0)
12564,(0, 6, 0)
12565,(0, 6, 0)
12566,(0, 0, 0)
12567,(0, 0, 6)
12568,(0, 6, 0)
12569,(0, 6, 0)
12570,(0, 0, 6)
12571,(0, 6, 0)
12572,(6, 0, 0)
12573,(6, 0, 0)
12574,(0, 0, 6)
12575,(6, 0, 0)
12576,(0, 6, 0)
12577,(6, 0, 0)
12578,(6, 0, 0)
12579,(6, 0, 0)
12580,(6, 0, 0)
12581,(6, 0, 0)
12582,(0, 6, 0)
12584,(0, 0, 6)
12585,(0, 0, 6)
12586,(6, 0, 0)
12587,(6, 0, 0)
12588,(0, 6, 0)
12589,(0, 6, 0)
12590,(6, 0, 0)
12591,(0, 6, 0)
12592,(0, 0, 0)
12593,(0, 6, 0)
12594,(0, 6, 0)
12595,(6, 0, 0)
12596,(0, 6, 0)
12597,(0, 6, 0)
12598,(0, 0, 6)
12599,(0, 0, 6)
12600,(0, 0, 6)
12601,(0, 6, 0)
12602,(0, 6, 0)
12603,(0, 0, 6)
12604,(6, 0, 0)
12605,(0, 0, 6)
12606,(0, 6, 0)
12607,(0, 6, 0)
12608,(0, 6, 0)
12609,(0, 6, 0)
12610,(6, 0, 0)
12611,(0, 0, 0)
12612,(6, 0, 0)
12613,(0, 6, 0)
12614,(0, 6, 0)
12615,(0, 6, 0)
12616,(0, 0, 6)
12617,(0, 6, 0)
12618,(0, 6, 0)
12619,(0, 6, 0)
12620,(0, 6, 0)
12622,(0, 6, 0)
12623,(0, 6, 0)
12624,(6, 0, 0)
12625,(6, 0, 0)
12626,(6, 0, 0)
12627,(0, 0, 0)
12628,(0, 0, 6)
12629,(0, 6, 0)
12630,(0, 6, 0)
12631,(6, 0, 0)
12632,(0, 6, 0)
12633,(6, 0, 0)
12634,(0, 6, 0)
12635,(0, 6, 0)
12636,(0, 6, 0)
12637,(0, 0, 0)
12638,(0, 6, 0)
12639,(0, 6, 0)
12640,(0, 6, 0)
12641,(0, 0, 0)
12642,(6, 0, 0)
12643,(6, 0, 0)
12644,(0, 6, 0)
12645,(0, 0, 6)
12646,(0, 6, 0)
12647,(6, 0, 0)
12648,(0, 0, 6)
12650,(0, 6, 0)
12651,(0, 0, 6)
12652,(0, 6, 0)
12653,(0, 6, 0)
12654,(0, 6, 0)
12655,(0, 0, 6)
12656,(0, 6, 0)
12657,(0, 6, 0)
12658,(0, 0, 6)
12659,(6, 0, 0)
12660,(0, 0, 0)
12661,(6, 0, 0)
12662,(6, 0, 0)
12663,(0, 0, 6)
12664,(0, 6, 0)
12665,(0, 6, 0)
12667,(0, 6, 0)
12668,(0, 0, 6)
12669,(0, 6, 0)
12670,(0, 0, 0)
12671,(0, 6, 0)
12672,(0, 0, 0)
12673,(6, 0, 0)
12674,(6, 0, 0)
12675,(0, 6, 0)
12676,(6, 0, 0)
12677,(6, 0, 0)
12678,(6, 0, 0)
12679,(0, 6, 0)
12680,(6, 0, 0)
12681,(6, 0, 0)
12682,(0, 0, 6)
12683,(0, 6, 0)
12684,(0, 0, 6)
12685,(0, 0, 6)
12686,(0, 6, 0)
12687,(6, 0, 0)
12688,(6, 0, 0)
12689,(6, 0, 0)
12690,(0, 6, 0)
12691,(6, 0, 0)
12692,(6, 0, 0)
12693,(0, 6, 0)
12694,(0, 6, 0)
12695,(0, 6, 0)
12696,(6, 0, 0)
12697,(0, 0, 0)
12698,(6, 0, 0)
12699,(0, 6, 0)
12700,(0, 0, 0)
12701,(0, 6, 0)
12702,(0, 0, 6)
12703,(0, 6, 0)
12704,(6, 0, 0)
12705,(6, 0, 0)
12706,(0, 0, 0)
12708,(6, 0, 0)
12709,(0, 6, 0)
12710,(0, 6, 0)
12711,(6, 0, 0)
12712,(6, 0, 0)
12713,(0, 0, 0)
12714,(6, 0, 0)
12715,(0, 6, 0)
12716,(0, 6, 0)
12717,(0, 6, 0)
12718,(0, 0, 6)
12719,(0, 0, 6)
12720,(0, 6, 0)
12721,(6, 0, 0)
12722,(0, 6, 0)
12723,(6, 0, 0)
12724,(6, 0, 0)
12725,(0, 0, 0)
12726,(0, 6, 0)
12727,(0, 0, 6)
12728,(6, 0, 0)
12729,(0, 0, 6)
12730,(6, 0, 0)
12731,(0, 0, 6)
12732,(0, 0, 6)
12733,(0, 6, 0)
12734,(0, 6, 0)
12735,(0, 6, 0)
12737,(0, 6, 0)
12738,(0, 6, 0)
12739,(0, 0, 0)
12740,(0, 6, 0)
12741,(0, 6, 0)
12742,(0, 0, 6)
12743,(0, 0, 0)
12744,(0, 0, 6)
12745,(0, 0, 6)
12746,(0, 6, 0)
12747,(0, 6, 0)
12748,(0, 6, 0)
12749,(0, 6, 0)
12750,(0, 6, 0)
12751,(0, 0, 6)
12752,(0, 0, 6)
12753,(0, 0, 6)
12754,(0, 6, 0)
12755,(0, 6, 0)
12756,(0, 6, 0)
12757,(6, 0, 0)
12758,(0, 0, 6)
12759,(6, 0, 0)
12760,(0, 6, 0)
12761,(0, 0, 0)
12762,(0, 6, 0)
12763,(6, 0, 0)
12764,(0, 6, 0)
12765,(0, 6, 0)
12766,(6, 0, 0)
12767,(0, 0, 6)
12768,(0, 0, 6)
12769,(0, 0, 6)
12770,(0, 0, 0)
12771,(0, 6, 0)
12772,(0, 6, 0)
12773,(0, 6, 0)
12774,(6, 0, 0)
12775,(0, 6, 0)
12776,(0, 6, 0)
12777,(0, 0, 0)
12778,(0, 6, 0)
12779,(0, 6, 0)
12780,(0, 6, 0)
12781,(6, 0, 0)
12782,(6, 0, 0)
12783,(6, 0, 0)
12784,(6, 0, 0)
12785,(0, 6, 0)
12786,(6, 0, 0)
12787,(0, 0, 6)
12788,(0, 6, 0)
12789,(0, 6, 0)
12790,(0, 6, 0)
12791,(0, 6, 0)
12792,(0, 0, 6)
12793,(6, 0, 0)
12794,(6, 0, 0)
12795,(0, 6, 0)
12796,(0, 6, 0)
12797,(0, 6, 0)
12798,(6, 0, 0)
12799,(6, 0, 0)
12800,(6, 0, 0)
4001,(6, 0, 0)
4002,(0, 0, 0)
4003,(0, 0, 0)
4004,(0, 0, 0)
4005,(6, 0, 0)
4007,(6, 0, 0)
4008,(0, 0, 6)
4009,(0, 0, 6)
4010,(0, 0, 6)
4011,(0, 6, 0)
4012,(6, 0, 0)
4013,(6, 0, 0)
4014,(0, 6, 0)
4015,(6, 0, 0)
4016,(6, 0, 0)
4017,(0, 6, 0)
4018,(0, 6, 0)
4019,(0, 6, 0)
4020,(0, 0, 0)
4021,(0, 6, 0)
4022,(0, 0, 6)
4023,(0, 0, 0)
4024,(0, 0, 0)
4025,(0, 0, 6)
4026,(0, 0, 0)
4027,(6, 0, 0)
4028,(0, 6, 0)
4030,(0, 0, 0)
4031,(0, 0, 6)
4032,(0, 0, 0)
4033,(0, 6, 0)
4034,(0, 6, 0)
4035,(0, 0, 6)
4036,(0, 6, 0)
4037,(6, 0, 0)
4038,(0, 0, 6)
4039,(0, 0, 0)
4040,(6, 0, 0)
4041,(0, 6, 0)
4042,(0, 0, 0)
4043,(6, 0, 0)
4044,(0, 0, 0)
4045,(0, 0, 0)
4046,(0, 0, 6)
4047,(6, 0, 0)
4048,(6, 0, 0)
4049,(6, 0, 0)
4050,(6, 0, 0)
4051,(0, 0, 6)
4052,(6, 0, 0)
4053,(6, 0, 0)
4054,(0, 0, 6)
4055,(0, 0, 0)
4056,(6, 0, 0)
4057,(6, 0, 0)
4058,(0, 0, 0)
4059,(6, 0, 0)
4060,(0, 6, 0)
4061,(6, 0, 0)
4062,(6, 0, 0)
4063,(0, 0, 6)
4064,(6, 0, 0)
4065,(0, 0, 6)
4066,(0, 6, 0)
4067,(0, 6, 0)
4068,(6, 0, 0)
4069,(6, 0, 0)
4070,(0, 0, 0)
4071,(6, 0, 0)
4072,(6, 0, 0)
4073,(0, 6, 0)
4074,(0, 6, 0)
4075,(0, 6, 0)
4076,(0, 0, 0)
4077,(0, 0, 6)
4078,(0, 6, 0)
4079,(0, 0, 0)
4080,(0, 0, 6)
4081,(6, 0, 0)
4082,(0, 0, 0)
4083,(6, 0, 0)
4084,(0, 6, 0)
4085,(6, 0, 0)
4086,(0, 0, 0)
4087,(0, 0, 0)
4088,(6, 0, 0)
4089,(0, 0, 0)
4090,(6, 0, 0)
4091,(0, 6, 0)
4092,(0, 6, 0)
4094,(6, 0, 0)
4095,(6, 0, 0)
4096,(0, 6, 0)
4097,(6, 0, 0)
4098,(0, 0, 0)
4099,(0, 6, 0)
4100,(0, 6, 0)
4101,(0, 0, 0)
4102,(6, 0, 0)
4103,(0, 0, 6)
4104,(0, 0, 0)
4105,(6, 0, 0)
4106,(0, 0, 0)
4107,(0, 0, 0)
4108,(0, 0, 6)
4109,(0, 0, 6)
4110,(0, 6, 0)
4111,(6, 0, 0)
4112,(6, 0, 0)
4113,(0, 6, 0)
4114,(0, 0, 6)
4115,(6, 0, 0)
4116,(0, 0, 6)
4117,(0, 0, 6)
4118,(6, 0, 0)
4119,(0, 0, 0)
4120,(6, 0, 0)
4121,(6, 0, 0)
4122,(0, 0, 0)
4123,(0, 0, 6)
4124,(6, 0, 0)
4125,(0, 6, 0)
4126,(0, 0, 0)
4127,(0, 0, 0)
4128,(0, 0, 0)
4129,(0, 0, 6)
4130,(6, 0, 0)
4131,(6, 0, 0)
4132,(0, 6, 0)
4133,(6, 0, 0)
4134,(0, 0, 0)
4135,(0, 6, 0)
4136,(6, 0, 0)
4137,(0, 0, 6)
4138,(0, 6, 0)
4139,(0, 0, 0)
4140,(0, 6, 0)
4141,(0, 6, 0)
4142,(0, 0, 0)
4143,(0, 6, 0)
4144,(6, 0, 0)
4145,(0, 6, 0)
4146,(0, 6, 0)
4147,(6, 0, 0)
4148,(6, 0, 0)
4149,(6, 0, 0)
4150,(6, 0, 0)
4151,(6, 0, 0)
4152,(0, 0, 6)
4153,(6, 0, 0)
4154,(6, 0, 0)
4155,(0, 0, 0)
4156,(0, 6, 0)
4157,(6, 0, 0)
4158,(6, 0, 0)
4159,(0, 0, 0)
4160,(6, 0, 0)
4161,(0, 0, 0)
4162,(6, 0, 0)
4163,(0, 0, 0)
4165,(0, 0, 6)
4166,(0, 0, 0)
4167,(6, 0, 0)
4168,(0, 6, 0)
4169,(0, 6, 0)
4170,(0, 0, 6)
4171,(6, 0, 0)
4172,(0, 6, 0)
4173,(6, 0, 0)
4174,(0, 0, 0)
4175,(6, 0, 0)
4176,(0, 0, 0)
4177,(6, 0, 0)
4178,(0, 0, 0)
4179,(6, 0, 0)
4180,(6, 0, 0)
4181,(6, 0, 0)
4182,(0, 0, 0)
4183,(0, 0, 0)
4184,(0, 6, 0)
4185,(0, 6, 0)
4186,(0, 6, 0)
4187,(6, 0, 0)
4188,(6, 0, 0)
4189,(6, 0, 0)
4190,(0, 0, 0)
4191,(0, 6, 0)
4192,(6, 0, 0)
4193,(0, 0, 0)
4194,(0, 6, 0)
4195,(0, 0, 6)
4196,(6, 0, 0)
4197,(0, 6, 0)
4198,(0, 0, 6)
4199,(6, 0, 0)
4200,(0, 6, 0)
4201,(0, 6, 0)
4202,(6, 0, 0)
4203,(0, 6, 0)
4204,(0, 0, 6)
4205,(6, 0, 0)
4206,(0, 6, 0)
4207,(0, 6, 0)
4208,(6, 0, 0)
4209,(0, 0, 0)
4210,(0, 0, 6)
4211,(6, 0, 0)
4212,(0, 0, 6)
4213,(6, 0, 0)
4214,(0, 0, 0)
4216,(0, 0, 6)
4217,(6, 0, 0)
4218,(0, 0, 0)
4219,(0, 0, 0)
4220,(0, 6, 0)
4221,(0, 6, 0)
4222,(0, 0, 6)
4223,(0, 6, 0)
4224,(6, 0, 0)
4225,(0, 0, 6)
4226,(6, 0, 0)
4227,(0, 0, 0)
4228,(0, 0, 6)
4229,(6, 0, 0)
4230,(6, 0, 0)
4231,(6, 0, 0)
4232,(0, 0, 0)
4234,(6, 0, 0)
4235,(0, 6, 0)
4236,(0, 6, 0)
4237,(0, 6, 0)
4239,(6, 0, 0)
4240,(0, 0, 0)
4241,(0, 6, 0)
4242,(0, 0, 0)
4243,(0, 0, 0)
4244,(0, 0, 0)
4245,(0, 0, 0)
4246,(6, 0, 0)
4247,(0, 0, 0)
4248,(0, 6, 0)
4249,(6, 0, 0)
4250,(6, 0, 0)
4251,(6, 0, 0)
4252,(0, 6, 0)
4253,(0, 0, 0)
4254,(6, 0, 0)
4255,(0, 6, 0)
4256,(0, 0, 0)
4257,(0, 0, 0)
4258,(0, 0, 0)
4259,(0, 0, 0)
4260,(0, 6, 0)
4261,(6, 0, 0)
4262,(6, 0, 0)
4263,(0, 0, 0)
4264,(0, 0, 0)
4266,(0, 6, 0)
4267,(6, 0, 0)
4268,(0, 6, 0)
4269,(0, 0, 0)
4270,(0, 0, 0)
4271,(6, 0, 0)
4272,(0, 6, 0)
4274,(6, 0, 0)
4275,(0, 6, 0)
4276,(0, 6, 0)
4278,(0, 0, 6)
4279,(6, 0, 0)
4281,(0, 6, 0)
4282,(0, 0, 6)
4283,(0, 0, 0)
4284,(0, 0, 0)
4285,(0, 0, 6)
4286,(0, 6, 0)
4288,(0, 0, 0)
4289,(0, 0, 0)
4290,(0, 0, 6)
4291,(0, 0, 0)
4292,(0, 0, 0)
4293,(0, 0, 0)
4294,(0, 0, 0)
4295,(0, 6, 0)
4296,(6, 0, 0)
4297,(6, 0, 0)
4298,(6, 0, 0)
4299,(0, 6, 0)
4300,(0, 0, 0)
4301,(0, 6, 0)
4302,(0, 0, 0)
4303,(6, 0, 0)
4304,(0, 0, 6)
4305,(6, 0, 0)
4306,(6, 0, 0)
4307,(6, 0, 0)
4308,(6, 0, 0)
4309,(6, 0, 0)
4310,(6, 0, 0)
4311,(6, 0, 0)
4312,(0, 6, 0)
4313,(0, 6, 0)
4314,(6, 0, 0)
4315,(0, 6, 0)
4316,(0, 0, 6)
4318,(6, 0, 0)
4319,(0, 0, 0)
4320,(0, 6, 0)
4321,(6, 0, 0)
4322,(0, 6, 0)
4323,(0, 6, 0)
4324,(0, 6, 0)
4325,(6, 0, 0)
4326,(6, 0, 0)
4327,(0, 0, 6)
4328,(0, 0, 6)
4329,(0, 0, 0)
4330,(0, 6, 0)
4331,(0, 6, 0)
4332,(0, 0, 6)
4333,(0, 0, 0)
4334,(0, 6, 0)
4335,(0, 0, 0)
4336,(6, 0, 0)
4337,(0, 6, 0)
4338,(0, 0, 0)
4339,(0, 0, 6)
4340,(6, 0, 0)
4341,(0, 0, 6)
4342,(6, 0, 0)
4343,(0, 6, 0)
4344,(0, 0, 0)
4345,(0, 0, 0)
4346,(0, 6, 0)
4347,(6, 0, 0)
4348,(0, 0, 6)
4349,(0, 0, 0)
4350,(0, 0, 0)
4351,(0, 0, 6)
4352,(0, 6, 0)
4353,(0, 0, 0)
4354,(0, 0, 6)
4355,(0, 0, 6)
4356,(6, 0, 0)
4357,(0, 0, 0)
4358,(6, 0, 0)
4359,(0, 0, 0)
4360,(0, 0, 0)
4361,(0, 6, 0)
4362,(0, 6, 0)
4363,(0, 0, 0)
4364,(0, 0, 0)
4365,(0, 0, 6)
4366,(0, 6, 0)
4367,(0, 0, 0)
4368,(0, 0, 0)
4369,(0, 0, 0)
4370,(0, 0, 6)
4371,(0, 0, 6)
4372,(0, 0, 0)
4373,(0, 0, 0)
4374,(0, 0, 0)
4375,(6, 0, 0)
4376,(0, 0, 0)
4377,(0, 0, 0)
4378,(0, 0, 0)
4380,(0, 6, 0)
4382,(0, 0, 0)
4384,(0, 0, 6)
4385,(0, 0, 0)
4386,(0, 6, 0)
4387,(6, 0, 0)
4388,(0, 0, 0)
4389,(0, 6, 0)
4390,(6, 0, 0)
4391,(6, 0, 0)
4392,(0, 0, 6)
4393,(0, 0, 6)
4394,(0, 0, 0)
4395,(6, 0, 0)
4396,(6, 0, 0)
4397,(0, 6, 0)
4398,(6, 0, 0)
4399,(6, 0, 0)
4400,(0, 0, 6)
4401,(0, 6, 0)
4402,(0, 0, 0)
4403,(0, 0, 6)
4404,(0, 6, 0)
4405,(0, 6, 0)
4406,(0, 6, 0)
4407,(0, 0, 6)
4408,(0, 0, 6)
4409,(6, 0, 0)
4410,(0, 0, 6)
4411,(0, 6, 0)
4412,(0, 0, 6)
4413,(0, 6, 0)
4414,(0, 0, 6)
4415,(0, 0, 6)
4416,(0, 0, 6)
4417,(0, 0, 6)
4418,(6, 0, 0)
4419,(6, 0, 0)
4420,(0, 6, 0)
4421,(0, 0, 6)
4422,(0, 0, 6)
4423,(0, 0, 6)
4425,(6, 0, 0)
4426,(6, 0, 0)
4427,(0, 6, 0)
4428,(0, 0, 0)
4429,(0, 6, 0)
4430,(0, 0, 6)
4431,(0, 6, 0)
4432,(0, 0, 6)
4433,(0, 6, 0)
4434,(0, 0, 6)
4435,(0, 6, 0)
4436,(0, 0, 6)
4437,(6, 0, 0)
4438,(0, 6, 0)
4439,(0, 0, 6)
4440,(0, 0, 0)
4441,(6, 0, 0)
4442,(0, 6, 0)
4443,(0, 0, 0)
4444,(0, 6, 0)
4445,(0, 0, 0)
4446,(0, 6, 0)
4447,(0, 6, 0)
4448,(0, 0, 0)
4449,(0, 0, 6)
4450,(0, 0, 0)
4451,(0, 6, 0)
4452,(0, 6, 0)
4453,(6, 0, 0)
4454,(0, 6, 0)
4455,(0, 6, 0)
4456,(0, 0, 6)
4457,(0, 0, 0)
4458,(0, 6, 0)
4459,(6, 0, 0)
4460,(0, 0, 6)
4461,(0, 0, 0)
4462,(0, 0, 0)
4463,(0, 6, 0)
4464,(0, 6, 0)
4465,(6, 0, 0)
4466,(0, 6, 0)
4467,(0, 6, 0)
4468,(0, 0, 6)
4469,(0, 6, 0)
4470,(0, 0, 0)
4471,(0, 0, 6)
4472,(0, 6, 0)
4473,(0, 0, 0)
4474,(0, 6, 0)
4475,(0, 0, 6)
4476,(0, 6, 0)
4477,(6, 0, 0)
4478,(0, 0, 0)
4479,(0, 6, 0)
4480,(6, 0, 0)
4481,(6, 0, 0)
4482,(0, 0, 0)
4483,(0, 6, 0)
4486,(6, 0, 0)
4487,(0, 0, 0)
4488,(0, 6, 0)
4489,(0, 0, 6)
4490,(0, 0, 6)
4491,(0, 0, 0)
4492,(0, 6, 0)
4493,(0, 0, 6)
4494,(0, 6, 0)
4495,(0, 0, 6)
4496,(0, 0, 6)
4497,(0, 6, 0)
4498,(0, 0, 6)
4499,(0, 6, 0)
4500,(0, 0, 0)
4501,(6, 0, 0)
4502,(0, 6, 0)
4503,(0, 0, 0)
4504,(0, 0, 0)
4505,(0, 6, 0)
4506,(0, 6, 0)
4507,(6, 0, 0)
4508,(0, 6, 0)
4509,(0, 6, 0)
4510,(6, 0, 0)
4511,(0, 0, 0)
4512,(0, 0, 6)
4513,(0, 6, 0)
4514,(0, 6, 0)
4515,(6, 0, 0)
4516,(0, 0, 0)
4517,(0, 0, 6)
4518,(0, 0, 6)
4519,(0, 6, 0)
4520,(0, 6, 0)
4521,(0, 6, 0)
4522,(0, 0, 0)
4523,(6, 0, 0)
4524,(0, 6, 0)
4525,(0, 6, 0)
4526,(0, 0, 6)
4527,(6, 0, 0)
4528,(0, 0, 0)
4529,(0, 0, 0)
4530,(6, 0, 0)
4531,(0, 0, 6)
4532,(0, 6, 0)
4533,(0, 6, 0)
4534,(0, 0, 0)
4535,(0, 0, 6)
4537,(6, 0, 0)
4538,(0, 0, 0)
4539,(6, 0, 0)
4540,(0, 6, 0)
4541,(0, 0, 0)
4542,(6, 0, 0)
4543,(0, 6, 0)
4544,(0, 6, 0)
4545,(0, 0, 0)
4546,(6, 0, 0)
4547,(0, 6, 0)
4548,(0, 6, 0)
4549,(6, 0, 0)
4550,(0, 6, 0)
4551,(0, 6, 0)
4552,(0, 6, 0)
4553,(0, 6, 0)
4554,(0, 0, 6)
4555,(0, 6, 0)
4556,(0, 6, 0)
4557,(0, 6, 0)
4558,(0, 0, 0)
4559,(0, 0, 6)
4560,(0, 6, 0)
4561,(6, 0, 0)
4562,(6, 0, 0)
4563,(0, 0, 6)
4567,(0, 0, 6)
4568,(0, 6, 0)
4569,(0, 6, 0)
4570,(0, 6, 0)
4571,(0, 0, 6)
4572,(0, 0, 0)
4573,(0, 0, 6)
4574,(0, 0, 6)
4575,(0, 6, 0)
4576,(0, 0, 0)
4577,(0, 0, 6)
4578,(0, 0, 0)
4579,(0, 0, 0)
4580,(0, 6, 0)
4581,(6, 0, 0)
4582,(0, 0, 6)
4583,(6, 0, 0)
4584,(0, 0, 0)
4585,(0, 6, 0)
4586,(0, 0, 0)
4587,(6, 0, 0)
4588,(0, 0, 0)
4589,(0, 6, 0)
4590,(0, 6, 0)
4591,(0, 0, 0)
4592,(0, 6, 0)
4593,(0, 0, 6)
4594,(0, 6, 0)
4595,(0, 0, 0)
4596,(6, 0, 0)
4597,(0, 0, 6)
4598,(0, 0, 0)
4599,(0, 0, 0)
4600,(0, 0, 0)
4603,(0, 6, 0)
4604,(0, 6, 0)
4608,(6, 0, 0)
4609,(0, 6, 0)
4610,(0, 0, 0)
4611,(0, 6, 0)
4612,(6, 0, 0)
4613,(0, 0, 6)
4614,(0, 6, 0)
4615,(0, 6, 0)
4616,(6, 0, 0)
4617,(6, 0, 0)
4618,(6, 0, 0)
4619,(0, 6, 0)
4620,(0, 0, 6)
4621,(0, 6, 0)
4622,(0, 0, 6)
4623,(6, 0, 0)
4624,(0, 0, 0)
4625,(0, 6, 0)
4626,(0, 0, 6)
4627,(0, 6, 0)
4628,(0, 6, 0)
4629,(6, 0, 0)
4630,(6, 0, 0)
4631,(0, 0, 0)
4632,(6, 0, 0)
4633,(0, 0, 6)
4634,(0, 6, 0)
4637,(0, 0, 6)
4638,(0, 0, 0)
4639,(6, 0, 0)
4640,(0, 0, 0)
4641,(0, 0, 0)
4643,(6, 0, 0)
4644,(0, 0, 6)
4645,(0, 6, 0)
4646,(0, 0, 6)
